subject,labels(n),r,r-type,object
"{""n4sch__name"":Food,""skos__prefLabel"":Food,""rdfs__label"":Food,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Food,""n4sch__label"":Food}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""skos__prefLabel"":Ice Cream,""n4sch__comment"":A class to demonstrate mistakes made with setting a property domain. The property hasTopping has a domain of Pizza. This means that the reasoner can infer that all individuals using the hasTopping property must be of type Pizza. Because of the restriction on this class, all members of IceCream must use the hasTopping property, and therefore must also be members of Pizza. However, Pizza and IceCream are disjoint, so this causes an inconsistency. If they were not disjoint, IceCream would be inferred to be a subclass of Pizza.,""rdfs__comment"":A class to demonstrate mistakes made with setting a property domain. The property hasTopping has a domain of Pizza. This means that the reasoner can infer that all individuals using the hasTopping property must be of type Pizza. Because of the restriction on this class, all members of IceCream must use the hasTopping property, and therefore must also be members of Pizza. However, Pizza and IceCream are disjoint, so this causes an inconsistency. If they were not disjoint, IceCream would be inferred to be a subclass of Pizza.,""n4sch__label"":Sorvete,""n4sch__name"":IceCream,""rdfs__label"":Sorvete,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#IceCream}"
"{""uri"":bnode://node1f07tfve2x998}","[Resource,owl__Restriction]",{},owl__someValuesFrom,"{""n4sch__name"":PeperonataTopping,""skos__prefLabel"":Peperonata,""rdfs__label"":PeperonataTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PeperonataTopping,""n4sch__label"":PeperonataTopping}"
"{""n4sch__name"":PepperTopping,""skos__prefLabel"":Pepper,""rdfs__label"":PepperTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PepperTopping,""n4sch__label"":PepperTopping}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""n4sch__name"":PeperonataTopping,""skos__prefLabel"":Peperonata,""rdfs__label"":PeperonataTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PeperonataTopping,""n4sch__label"":PeperonataTopping}"
"{""uri"":bnode://node1f07tfve2x1412}",[Resource],{},rdf__first,"{""n4sch__name"":PeperonataTopping,""skos__prefLabel"":Peperonata,""rdfs__label"":PeperonataTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PeperonataTopping,""n4sch__label"":PeperonataTopping}"
"{""uri"":bnode://node1f07tfve2x1170}","[Resource,owl__Restriction]",{},rdfs__subClassOf,"{""n4sch__name"":PeperonataTopping,""skos__prefLabel"":Peperonata,""rdfs__label"":PeperonataTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PeperonataTopping,""n4sch__label"":PeperonataTopping}"
"{""uri"":bnode://node1f07tfve2x1088}",[Resource],{},rdf__first,"{""n4sch__name"":PeperonataTopping,""skos__prefLabel"":Peperonata,""rdfs__label"":PeperonataTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PeperonataTopping,""n4sch__label"":PeperonataTopping}"
"{""uri"":bnode://node1f07tfve2x1007}",[Resource],{},rdf__first,"{""n4sch__name"":PeperonataTopping,""skos__prefLabel"":Peperonata,""rdfs__label"":PeperonataTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PeperonataTopping,""n4sch__label"":PeperonataTopping}"
"{""uri"":bnode://node1f07tfve2x987}",[Resource],{},rdf__first,"{""n4sch__name"":PeperonataTopping,""skos__prefLabel"":Peperonata,""rdfs__label"":PeperonataTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PeperonataTopping,""n4sch__label"":PeperonataTopping}"
"{""uri"":bnode://node1f07tfve2x1078}","[Resource,owl__Restriction]",{},owl__someValuesFrom,"{""n4sch__name"":PeperonataTopping,""skos__prefLabel"":Peperonata,""rdfs__label"":PeperonataTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PeperonataTopping,""n4sch__label"":PeperonataTopping}"
"{""uri"":bnode://node1f07tfve2x979}","[Resource,owl__Restriction]",{},owl__someValuesFrom,"{""n4sch__name"":PeperonataTopping,""skos__prefLabel"":Peperonata,""rdfs__label"":PeperonataTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PeperonataTopping,""n4sch__label"":PeperonataTopping}"
"{""n4sch__name"":PepperTopping,""skos__prefLabel"":Pepper,""rdfs__label"":PepperTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PepperTopping,""n4sch__label"":PepperTopping}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__name"":PeperonataTopping,""skos__prefLabel"":Peperonata,""rdfs__label"":PeperonataTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PeperonataTopping,""n4sch__label"":PeperonataTopping}"
"{""uri"":bnode://node1f07tfve2x1334}","[Resource,owl__Restriction]",{},owl__someValuesFrom,"{""n4sch__name"":PineKernels,""skos__prefLabel"":Pine Kernel,""rdfs__label"":PineKernelTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PineKernels,""n4sch__label"":PineKernelTopping}"
"{""uri"":bnode://node1f07tfve2x1343}",[Resource],{},rdf__first,"{""n4sch__name"":PineKernels,""skos__prefLabel"":Pine Kernel,""rdfs__label"":PineKernelTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PineKernels,""n4sch__label"":PineKernelTopping}"
"{""n4sch__name"":NutTopping,""skos__prefLabel"":Nut,""rdfs__label"":NutTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#NutTopping,""n4sch__label"":NutTopping}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""n4sch__name"":PineKernels,""skos__prefLabel"":Pine Kernel,""rdfs__label"":PineKernelTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PineKernels,""n4sch__label"":PineKernelTopping}"
"{""n4sch__name"":NutTopping,""skos__prefLabel"":Nut,""rdfs__label"":NutTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#NutTopping,""n4sch__label"":NutTopping}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__name"":PineKernels,""skos__prefLabel"":Pine Kernel,""rdfs__label"":PineKernelTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PineKernels,""n4sch__label"":PineKernelTopping}"
"{""uri"":bnode://node1f07tfve2x996}","[Resource,owl__Restriction]",{},rdfs__subClassOf,"{""skos__prefLabel"":Capricciosa,""n4sch__label"":Capricciosa,""skos__altLabel"":Capricciosa Pizza,""n4sch__name"":Capricciosa,""rdfs__label"":Capricciosa,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Capricciosa}"
"{""uri"":bnode://node1f07tfve2x998}","[Resource,owl__Restriction]",{},rdfs__subClassOf,"{""skos__prefLabel"":Capricciosa,""n4sch__label"":Capricciosa,""skos__altLabel"":Capricciosa Pizza,""n4sch__name"":Capricciosa,""rdfs__label"":Capricciosa,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Capricciosa}"
"{""n4sch__comment"":A pizza that can be found on a pizza menu,""rdfs__comment"":A pizza that can be found on a pizza menu,""n4sch__label"":PizzaComUmNome,""n4sch__name"":NamedPizza,""rdfs__label"":PizzaComUmNome,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""skos__prefLabel"":Capricciosa,""n4sch__label"":Capricciosa,""skos__altLabel"":Capricciosa Pizza,""n4sch__name"":Capricciosa,""rdfs__label"":Capricciosa,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Capricciosa}"
"{""uri"":bnode://node1f07tfve2x1351}",[Resource],{},rdf__first,"{""skos__prefLabel"":Capricciosa,""n4sch__label"":Capricciosa,""skos__altLabel"":Capricciosa Pizza,""n4sch__name"":Capricciosa,""rdfs__label"":Capricciosa,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Capricciosa}"
"{""uri"":bnode://node1f07tfve2x999}","[Resource,owl__Restriction]",{},rdfs__subClassOf,"{""skos__prefLabel"":Capricciosa,""n4sch__label"":Capricciosa,""skos__altLabel"":Capricciosa Pizza,""n4sch__name"":Capricciosa,""rdfs__label"":Capricciosa,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Capricciosa}"
"{""uri"":bnode://node1f07tfve2x997}","[Resource,owl__Restriction]",{},rdfs__subClassOf,"{""skos__prefLabel"":Capricciosa,""n4sch__label"":Capricciosa,""skos__altLabel"":Capricciosa Pizza,""n4sch__name"":Capricciosa,""rdfs__label"":Capricciosa,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Capricciosa}"
"{""uri"":bnode://node1f07tfve2x993}","[Resource,owl__Restriction]",{},rdfs__subClassOf,"{""skos__prefLabel"":Capricciosa,""n4sch__label"":Capricciosa,""skos__altLabel"":Capricciosa Pizza,""n4sch__name"":Capricciosa,""rdfs__label"":Capricciosa,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Capricciosa}"
"{""uri"":bnode://node1f07tfve2x995}","[Resource,owl__Restriction]",{},rdfs__subClassOf,"{""skos__prefLabel"":Capricciosa,""n4sch__label"":Capricciosa,""skos__altLabel"":Capricciosa Pizza,""n4sch__name"":Capricciosa,""rdfs__label"":Capricciosa,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Capricciosa}"
"{""uri"":bnode://node1f07tfve2x1000}","[Resource,owl__Restriction]",{},rdfs__subClassOf,"{""skos__prefLabel"":Capricciosa,""n4sch__label"":Capricciosa,""skos__altLabel"":Capricciosa Pizza,""n4sch__name"":Capricciosa,""rdfs__label"":Capricciosa,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Capricciosa}"
"{""uri"":bnode://node1f07tfve2x994}","[Resource,owl__Restriction]",{},rdfs__subClassOf,"{""skos__prefLabel"":Capricciosa,""n4sch__label"":Capricciosa,""skos__altLabel"":Capricciosa Pizza,""n4sch__name"":Capricciosa,""rdfs__label"":Capricciosa,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Capricciosa}"
"{""n4sch__comment"":A pizza that can be found on a pizza menu,""rdfs__comment"":A pizza that can be found on a pizza menu,""n4sch__label"":PizzaComUmNome,""n4sch__name"":NamedPizza,""rdfs__label"":PizzaComUmNome,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""skos__prefLabel"":Capricciosa,""n4sch__label"":Capricciosa,""skos__altLabel"":Capricciosa Pizza,""n4sch__name"":Capricciosa,""rdfs__label"":Capricciosa,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Capricciosa}"
"{""uri"":bnode://node1f07tfve2x1161}","[Resource,owl__Restriction]",{},rdfs__subClassOf,"{""skos__prefLabel"":Parmense,""n4sch__label"":Parmense,""skos__altLabel"":Parmese Pizza,""n4sch__name"":Parmense,""rdfs__label"":Parmense,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Parmense}"
"{""uri"":bnode://node1f07tfve2x1159}","[Resource,owl__Restriction]",{},rdfs__subClassOf,"{""skos__prefLabel"":Parmense,""n4sch__label"":Parmense,""skos__altLabel"":Parmese Pizza,""n4sch__name"":Parmense,""rdfs__label"":Parmense,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Parmense}"
"{""uri"":bnode://node1f07tfve2x1158}","[Resource,owl__Restriction]",{},rdfs__subClassOf,"{""skos__prefLabel"":Parmense,""n4sch__label"":Parmense,""skos__altLabel"":Parmese Pizza,""n4sch__name"":Parmense,""rdfs__label"":Parmense,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Parmense}"
"{""uri"":bnode://node1f07tfve2x1162}","[Resource,owl__Restriction]",{},rdfs__subClassOf,"{""skos__prefLabel"":Parmense,""n4sch__label"":Parmense,""skos__altLabel"":Parmese Pizza,""n4sch__name"":Parmense,""rdfs__label"":Parmense,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Parmense}"
"{""uri"":bnode://node1f07tfve2x1361}",[Resource],{},rdf__first,"{""skos__prefLabel"":Parmense,""n4sch__label"":Parmense,""skos__altLabel"":Parmese Pizza,""n4sch__name"":Parmense,""rdfs__label"":Parmense,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Parmense}"
"{""uri"":bnode://node1f07tfve2x1157}","[Resource,owl__Restriction]",{},rdfs__subClassOf,"{""skos__prefLabel"":Parmense,""n4sch__label"":Parmense,""skos__altLabel"":Parmese Pizza,""n4sch__name"":Parmense,""rdfs__label"":Parmense,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Parmense}"
"{""n4sch__comment"":A pizza that can be found on a pizza menu,""rdfs__comment"":A pizza that can be found on a pizza menu,""n4sch__label"":PizzaComUmNome,""n4sch__name"":NamedPizza,""rdfs__label"":PizzaComUmNome,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""skos__prefLabel"":Parmense,""n4sch__label"":Parmense,""skos__altLabel"":Parmese Pizza,""n4sch__name"":Parmense,""rdfs__label"":Parmense,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Parmense}"
"{""uri"":bnode://node1f07tfve2x1160}","[Resource,owl__Restriction]",{},rdfs__subClassOf,"{""skos__prefLabel"":Parmense,""n4sch__label"":Parmense,""skos__altLabel"":Parmese Pizza,""n4sch__name"":Parmense,""rdfs__label"":Parmense,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Parmense}"
"{""n4sch__comment"":A pizza that can be found on a pizza menu,""rdfs__comment"":A pizza that can be found on a pizza menu,""n4sch__label"":PizzaComUmNome,""n4sch__name"":NamedPizza,""rdfs__label"":PizzaComUmNome,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""skos__prefLabel"":Parmense,""n4sch__label"":Parmense,""skos__altLabel"":Parmese Pizza,""n4sch__name"":Parmense,""rdfs__label"":Parmense,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Parmense}"
"{""skos__prefLabel"":Value Partition,""n4sch__comment"":A ValuePartition is a pattern that describes a restricted set of classes from which a property can be associated. The parent class is used in restrictions, and the covering axiom means that only members of the subclasses may be used as values. The possible subclasses cannot be extended without updating the ValuePartition class.,""rdfs__comment"":A ValuePartition is a pattern that describes a restricted set of classes from which a property can be associated. The parent class is used in restrictions, and the covering axiom means that only members of the subclasses may be used as values. The possible subclasses cannot be extended without updating the ValuePartition class.,""n4sch__label"":ValuePartition,""n4sch__name"":ValuePartition,""rdfs__label"":ValuePartition,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#ValuePartition}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""skos__prefLabel"":Spiciness,""n4sch__comment"":A ValuePartition that describes only values from Hot, Medium or Mild. NB Subclasses can themselves be divided up into further partitions.,""rdfs__comment"":A ValuePartition that describes only values from Hot, Medium or Mild. NB Subclasses can themselves be divided up into further partitions.,""n4sch__label"":Tempero,""n4sch__name"":Spiciness,""rdfs__label"":Tempero,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Spiciness}"
"{""n4sch__name"":Mild,""skos__prefLabel"":Mild,""rdfs__label"":NaoPicante,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Mild,""n4sch__label"":NaoPicante}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""skos__prefLabel"":Spiciness,""n4sch__comment"":A ValuePartition that describes only values from Hot, Medium or Mild. NB Subclasses can themselves be divided up into further partitions.,""rdfs__comment"":A ValuePartition that describes only values from Hot, Medium or Mild. NB Subclasses can themselves be divided up into further partitions.,""n4sch__label"":Tempero,""n4sch__name"":Spiciness,""rdfs__label"":Tempero,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Spiciness}"
"{""n4sch__name"":hasSpiciness,""n4sch__comment"":A property created to be used with the ValuePartition - Spiciness.,""rdfs__comment"":A property created to be used with the ValuePartition - Spiciness.,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#hasSpiciness}","[Resource,owl__FunctionalProperty,owl__ObjectProperty,n4sch__Relationship]",{},rdfs__range,"{""skos__prefLabel"":Spiciness,""n4sch__comment"":A ValuePartition that describes only values from Hot, Medium or Mild. NB Subclasses can themselves be divided up into further partitions.,""rdfs__comment"":A ValuePartition that describes only values from Hot, Medium or Mild. NB Subclasses can themselves be divided up into further partitions.,""n4sch__label"":Tempero,""n4sch__name"":Spiciness,""rdfs__label"":Tempero,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Spiciness}"
"{""uri"":bnode://node1f07tfve2x1266}","[Resource,owl__Class]",{},owl__equivalentClass,"{""skos__prefLabel"":Spiciness,""n4sch__comment"":A ValuePartition that describes only values from Hot, Medium or Mild. NB Subclasses can themselves be divided up into further partitions.,""rdfs__comment"":A ValuePartition that describes only values from Hot, Medium or Mild. NB Subclasses can themselves be divided up into further partitions.,""n4sch__label"":Tempero,""n4sch__name"":Spiciness,""rdfs__label"":Tempero,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Spiciness}"
"{""n4sch__name"":Hot,""skos__prefLabel"":Hot,""rdfs__label"":Picante,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Hot,""n4sch__label"":Picante}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""skos__prefLabel"":Spiciness,""n4sch__comment"":A ValuePartition that describes only values from Hot, Medium or Mild. NB Subclasses can themselves be divided up into further partitions.,""rdfs__comment"":A ValuePartition that describes only values from Hot, Medium or Mild. NB Subclasses can themselves be divided up into further partitions.,""n4sch__label"":Tempero,""n4sch__name"":Spiciness,""rdfs__label"":Tempero,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Spiciness}"
"{""n4sch__name"":Medium,""skos__prefLabel"":Medium,""rdfs__label"":Medium,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Medium,""n4sch__label"":Medium}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""skos__prefLabel"":Spiciness,""n4sch__comment"":A ValuePartition that describes only values from Hot, Medium or Mild. NB Subclasses can themselves be divided up into further partitions.,""rdfs__comment"":A ValuePartition that describes only values from Hot, Medium or Mild. NB Subclasses can themselves be divided up into further partitions.,""n4sch__label"":Tempero,""n4sch__name"":Spiciness,""rdfs__label"":Tempero,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Spiciness}"
